InvoiceNo,Quantity,InvoiceDate,CustomerID,Country,StockCode,Description,UnitPrice
536818,14,2011-01-08T11:27,12050,Italy,97389N,FRUIT & VEG STORAGE BASKET,15.86
536824,2,2011-01-03T13:20,10519,Italy,10658L,WOODEN TRAY,5.88
536824,4,2011-01-11T17:39,19886,Italy,12687W,GLASS JAR,19.62
536825,1,2010-12-22T04:58,17748,Italy,39359W,PLASTIC BOTTLE,24.32
536827,20,2011-01-19T18:30,15530,Italy,14928X,WHITE METAL LANTERN,22.65
536829,8,2010-12-13T01:37,19124,Italy,50626E,PLASTIC BOTTLE,6.36
536831,3,2010-12-16T14:20,17952,Italy,75708P,FRUIT & VEG STORAGE BASKET,11.75
536832,12,2010-12-23T18:44,11597,Italy,10946C,WOODEN TRAY,9.98
536833,6,2011-01-09T14:31,10747,Italy,63609T,PLASTIC BOTTLE,11.21
536834,17,2011-01-25T10:03,19232,Italy,73239Q,WOODEN TRAY,1.89
536836,6,2011-01-12T18:55,13252,Italy,15435D,WHITE METAL LANTERN,20.93
536836,6,2011-02-06T12:08,19392,Italy,94852R,FOOD STORAGE CONTAINER,0.85
536836,10,2010-12-09T15:33,18078,Italy,59405E,PLASTIC BOTTLE,17.15
536840,20,2010-12-06T10:46,18449,Italy,86486Z,WOODEN TRAY,16.84
536840,16,2011-01-08T04:01,11482,Italy,79932I,CREAM CUPID HEARTS COAT HANGER,4.06
536840,8,2011-01-26T17:20,11193,Italy,32482E,FOOD STORAGE CONTAINER,21.17
536845,17,2011-02-01T02:40,14094,Italy,12019K,CREAM CUPID HEARTS COAT HANGER,8.92
536847,17,2011-01-18T06:13,12171,Italy,36898U,FOOD STORAGE CONTAINER,14.29
536847,6,2011-02-07T05:22,12083,Italy,63243C,WHITE HANGING HEART T-LIGHT HOLDER,4.69
536851,9,2010-12-10T11:33,18341,Italy,40748X,PLASTIC BOTTLE,21.07
536851,6,2011-01-25T05:58,16313,Italy,21417A,CREAM CUPID HEARTS COAT HANGER,6.52
536852,17,2010-12-06T01:20,14680,Italy,72493H,WOODEN TRAY,8.82
536853,2,2010-12-19T09:11,12751,Italy,68207Y,CREAM CUPID HEARTS COAT HANGER,6.81
536854,2,2011-01-17T07:42,10337,Italy,83982A,FRUIT & VEG STORAGE BASKET,7.96
536854,14,2011-02-07T18:11,11322,Italy,98466C,PLASTIC BOTTLE,19.90
536856,2,2011-01-18T02:53,15100,Italy,67664B,WHITE HANGING HEART T-LIGHT HOLDER,14.30
536856,10,2011-02-03T20:18,13567,Italy,95305N,WOODEN TRAY,15.38
536860,3,2011-01-26T07:18,19412,Italy,45738B,WHITE METAL LANTERN,21.96
536861,3,2010-12-27T06:50,16084,Italy,87366J,WOODEN TRAY,4.43
536861,12,2011-01-24T09:43,18612,Italy,81658P,WOODEN TRAY,20.91
536863,16,2010-12-27T18:03,11799,Italy,14031P,PLASTIC BOTTLE,16.92
536865,11,2011-01-19T03:54,18286,Italy,43144J,FRUIT & VEG STORAGE BASKET,15.67
536866,8,2010-12-30T18:32,19667,Italy,60068U,WHITE HANGING HEART T-LIGHT HOLDER,24.53
536867,17,2010-12-13T09:38,16205,Italy,72982B,WOODEN TRAY,21.35
536868,1,2010-12-02T13:32,10511,Italy,87233S,WHITE METAL LANTERN,1.56
536870,8,2011-01-29T17:07,15240,Italy,49776Y,WOODEN TRAY,4.79
536871,19,2010-12-02T20:23,14520,Italy,92855S,CREAM CUPID HEARTS COAT HANGER,14.35
536872,20,2011-02-04T08:30,13438,Italy,22297J,WHITE METAL LANTERN,1.63
536872,7,2010-12-30T22:53,12147,Italy,75886H,CREAM CUPID HEARTS COAT HANGER,14.06
536875,6,2010-12-29T02:10,13376,Italy,48649T,PLASTIC BOTTLE,21.52
536879,18,2010-12-26T18:08,16860,Italy,31485C,GLASS JAR,10.34
536879,14,2011-01-20T19:54,14426,Italy,82485E,WHITE HANGING HEART T-LIGHT HOLDER,9.29
536879,4,2011-01-04T04:14,11881,Italy,87126G,FOOD STORAGE CONTAINER,20.96
536882,13,2010-12-13T04:28,12899,Italy,46074K,WHITE HANGING HEART T-LIGHT HOLDER,19.83
536883,12,2010-12-18T19:19,15756,Italy,18248Y,WHITE HANGING HEART T-LIGHT HOLDER,3.22
536885,4,2011-01-23T06:45,11095,Italy,53641R,WHITE HANGING HEART T-LIGHT HOLDER,19.17
536885,17,2011-01-17T02:41,10610,Italy,77935N,GLASS JAR,17.94
536885,15,2011-02-01T05:56,18594,Italy,29794E,FRUIT & VEG STORAGE BASKET,4.72
536886,10,2011-01-12T06:03,19126,Italy,68759S,CREAM CUPID HEARTS COAT HANGER,15.73
536887,4,2011-01-30T04:25,17856,Italy,10080R,WOODEN TRAY,21.34
536888,19,2010-12-03T20:41,19515,Italy,46884T,PLASTIC BOTTLE,18.55
536890,9,2011-01-25T04:52,16264,Italy,71128I,WOODEN TRAY,17.09
536891,1,2011-02-02T18:15,16542,Italy,38596K,WHITE METAL LANTERN,20.82
536892,20,2011-01-01T21:29,15316,Italy,80110K,FOOD STORAGE CONTAINER,10.12
536893,5,2010-12-19T05:45,16237,Italy,38048Q,WHITE METAL LANTERN,4.28
536893,14,2011-02-02T11:03,17968,Italy,95964M,CREAM CUPID HEARTS COAT HANGER,0.98
536894,3,2010-12-26T09:18,18204,Italy,17901K,PLASTIC BOTTLE,20.08
536894,13,2010-12-13T23:54,18733,Italy,51548L,FRUIT & VEG STORAGE BASKET,19.36
536895,18,2011-02-03T04:54,14426,Italy,59209P,FRUIT & VEG STORAGE BASKET,11.97
536897,10,2010-12-20T21:38,14640,Italy,12886Z,PLASTIC BOTTLE,13.80
536898,1,2011-01-09T06:01,16490,Italy,44067U,WOODEN TRAY,19.38
536898,17,2011-01-21T15:17,10313,Italy,49896X,PLASTIC BOTTLE,3.75
536898,4,2011-01-09T20:05,17458,Italy,82990X,PLASTIC BOTTLE,20.61
536905,3,2010-12-20T05:42,16964,Italy,42565X,WOODEN TRAY,9.44
536908,5,2010-12-22T10:57,12064,Italy,42215X,FRUIT & VEG STORAGE BASKET,19.24
536909,19,2010-12-24T06:28,11283,Italy,22535B,WHITE METAL LANTERN,18.76
536915,1,2011-02-04T17:37,10204,Italy,88055G,CREAM CUPID HEARTS COAT HANGER,16.30
536916,16,2011-02-07T16:12,12442,Italy,33660Y,FRUIT & VEG STORAGE BASKET,9.56
536917,4,2010-12-07T09:02,19412,Italy,85641Z,WOODEN TRAY,24.81
536917,4,2011-02-08T14:39,13202,Italy,39849F,WOODEN TRAY,12.61
536918,14,2010-12-28T20:47,17106,Italy,59830H,PLASTIC BOTTLE,21.61
536920,4,2011-01-26T03:52,18547,Italy,55252W,CREAM CUPID HEARTS COAT HANGER,19.09
536921,17,2010-12-02T08:35,10223,Italy,88212F,WOODEN TRAY,13.35
536922,15,2010-12-13T02:15,15771,Italy,53192T,PLASTIC BOTTLE,1.97
536929,9,2011-02-02T21:01,10428,Italy,72089G,FOOD STORAGE CONTAINER,16.95
536934,20,2011-01-14T04:03,18228,Italy,47306N,FOOD STORAGE CONTAINER,3.29
536935,2,2010-12-01T13:47,13178,Italy,13478Z,WHITE METAL LANTERN,18.29
536938,10,2011-01-14T17:36,10287,Italy,58759F,WOODEN TRAY,5.33
536939,20,2011-01-09T23:03,11117,Italy,69920F,WHITE METAL LANTERN,16.00
536944,6,2010-12-30T22:10,15549,Italy,32843Q,WOODEN TRAY,18.26
536945,8,2011-01-24T11:55,14598,Italy,79920M,WHITE METAL LANTERN,9.93
536945,18,2011-01-29T07:32,17411,Italy,13227T,WHITE HANGING HEART T-LIGHT HOLDER,1.67
536947,3,2010-12-23T23:15,17383,Italy,23952V,WOODEN TRAY,12.02
536953,9,2010-12-13T18:00,10321,Italy,25888L,FOOD STORAGE CONTAINER,6.17
536953,8,2010-12-18T14:20,17304,Italy,89651T,WOODEN TRAY,11.27
536953,13,2010-12-24T21:23,18261,Italy,43298E,GLASS JAR,9.38
536955,9,2011-01-20T03:23,16912,Italy,37893A,PLASTIC BOTTLE,1.32
536957,12,2011-01-30T12:09,11714,Italy,52627F,FOOD STORAGE CONTAINER,0.80
536957,15,2010-12-31T08:38,17234,Italy,78115I,FRUIT & VEG STORAGE BASKET,19.71
536958,5,2011-01-11T09:59,14544,Italy,16840J,WOODEN TRAY,23.06
536966,19,2011-01-21T22:13,10448,Italy,63349Y,WHITE HANGING HEART T-LIGHT HOLDER,3.11
536967,17,2011-02-02T00:05,14948,Italy,15908B,GLASS JAR,4.12
536968,6,2011-02-04T17:51,17530,Italy,25769S,GLASS JAR,17.62
536970,16,2010-12-13T02:27,15687,Italy,33168S,PLASTIC BOTTLE,14.85
536973,7,2011-01-16T00:01,19065,Italy,26685F,FOOD STORAGE CONTAINER,6.86
536979,6,2011-01-16T03:04,10321,Italy,15830W,PLASTIC BOTTLE,22.18
536979,13,2011-02-01T18:03,19237,Italy,85562P,FRUIT & VEG STORAGE BASKET,19.48
536980,15,2010-12-24T18:48,14812,Italy,36921X,WHITE HANGING HEART T-LIGHT HOLDER,3.32
536981,5,2010-12-17T15:20,17980,Italy,30619P,FOOD STORAGE CONTAINER,17.89
536982,9,2011-02-07T06:28,12918,Italy,36093Y,FRUIT & VEG STORAGE BASKET,21.66
536983,16,2010-12-05T03:40,12899,Italy,73463T,FRUIT & VEG STORAGE BASKET,13.59
536984,8,2010-12-26T03:33,14572,Italy,72253C,WOODEN TRAY,17.75
536987,17,2011-01-17T00:16,16796,Italy,40786V,WOODEN TRAY,1.31
536989,10,2010-12-02T23:25,19456,Italy,68754Q,FOOD STORAGE CONTAINER,21.92
536990,8,2010-12-10T03:35,18727,Italy,32172U,FRUIT & VEG STORAGE BASKET,20.02
536991,2,2010-12-21T05:56,19435,Italy,14788S,WHITE HANGING HEART T-LIGHT HOLDER,6.48
536992,13,2010-12-15T21:50,15042,Italy,43638Y,WHITE HANGING HEART T-LIGHT HOLDER,2.65
536994,12,2011-01-10T04:58,18131,Italy,67529Z,CREAM CUPID HEARTS COAT HANGER,12.57
536995,10,2011-01-02T10:09,18048,Italy,76041F,WHITE METAL LANTERN,4.81
536998,17,2011-01-22T14:21,11298,Italy,41813B,WHITE METAL LANTERN,0.55
537001,15,2011-01-05T00:48,11029,Italy,25732I,WOODEN TRAY,9.18
537005,18,2011-01-23T12:59,11328,Italy,22070K,CREAM CUPID HEARTS COAT HANGER,2.15
537006,6,2011-02-08T01:29,13003,Italy,67280W,GLASS JAR,21.14
537007,15,2011-01-06T18:18,18772,Italy,37101F,WHITE HANGING HEART T-LIGHT HOLDER,18.60
537011,5,2011-01-08T11:30,10134,Italy,55189N,WHITE HANGING HEART T-LIGHT HOLDER,24.15
537012,19,2010-12-03T02:34,15646,Italy,28587R,GLASS JAR,22.71
537014,6,2011-01-21T13:41,12089,Italy,61694X,CREAM CUPID HEARTS COAT HANGER,19.55
537015,2,2010-12-17T01:40,15792,Italy,27830W,WOODEN TRAY,18.10
537017,3,2011-02-07T01:54,16544,Italy,52310F,FRUIT & VEG STORAGE BASKET,21.67
537020,6,2011-01-21T22:05,17984,Italy,89793V,GLASS JAR,17.40
537021,14,2011-01-23T23:55,13954,Italy,43375J,CREAM CUPID HEARTS COAT HANGER,10.37
537023,3,2010-12-02T01:31,15091,Italy,53705H,GLASS JAR,19.98
537024,2,2011-01-09T05:31,11479,Italy,96413Q,WHITE METAL LANTERN,4.23
537024,8,2011-01-24T16:55,12172,Italy,22950L,WOODEN TRAY,21.55
537024,8,2010-12-15T17:11,13181,Italy,72560V,WHITE HANGING HEART T-LIGHT HOLDER,20.19
537025,11,2011-02-06T23:04,10386,Italy,90878L,WHITE HANGING HEART T-LIGHT HOLDER,12.80
537029,1,2011-01-10T20:36,18540,Italy,31979U,PLASTIC BOTTLE,23.57
537032,11,2010-12-06T08:39,11445,Italy,54422Z,PLASTIC BOTTLE,8.62
537038,9,2010-12-28T20:00,19618,Italy,25315E,FRUIT & VEG STORAGE BASKET,8.67
537039,14,2011-02-01T09:03,18547,Italy,51358L,FRUIT & VEG STORAGE BASKET,8.94
537041,20,2011-01-31T14:48,14664,Italy,93151R,WHITE METAL LANTERN,18.51
537041,3,2011-01-08T21:50,19426,Italy,54953Q,WHITE HANGING HEART T-LIGHT HOLDER,5.96
537043,1,2011-01-05T10:28,17439,Italy,12162L,WOODEN TRAY,5.08
537044,18,2010-12-24T14:03,15925,Italy,43989C,WHITE METAL LANTERN,13.78
537046,1,2010-12-07T18:52,14369,Italy,62317M,WHITE HANGING HEART T-LIGHT HOLDER,19.86
537052,2,2010-12-08T10:52,17748,Italy,33121S,GLASS JAR,23.89
537054,8,2010-12-31T04:55,12846,Italy,36233K,WOODEN TRAY,14.20
537054,10,2011-02-03T03:23,10154,Italy,85782X,PLASTIC BOTTLE,2.05
537055,20,2010-12-14T13:40,16315,Italy,39377D,FOOD STORAGE CONTAINER,23.66
537056,17,2010-12-25T11:11,19347,Italy,40926Q,PLASTIC BOTTLE,19.98
537059,19,2010-12-25T03:17,17856,Italy,53439N,WHITE METAL LANTERN,16.60
537059,4,2011-01-12T13:31,11107,Italy,69298K,GLASS JAR,1.89
537060,17,2010-12-13T09:17,17417,Italy,65449F,CREAM CUPID HEARTS COAT HANGER,22.49
537061,20,2011-01-25T17:25,12762,Italy,48059K,WOODEN TRAY,19.35
537062,15,2010-12-16T21:03,12531,Italy,62464I,FOOD STORAGE CONTAINER,19.96
537063,8,2011-01-13T17:12,11228,Italy,59491D,FOOD STORAGE CONTAINER,13.86
537064,10,2010-12-22T15:03,10602,Italy,51602C,WHITE HANGING HEART T-LIGHT HOLDER,19.52
537068,11,2010-12-25T18:48,19972,Italy,70979G,FOOD STORAGE CONTAINER,7.31
537068,7,2011-02-05T19:50,14790,Italy,71786J,WHITE METAL LANTERN,19.08
537069,7,2010-12-17T22:09,15497,Italy,16062Q,FRUIT & VEG STORAGE BASKET,22.37
537076,18,2011-01-06T09:05,11309,Italy,88658W,FOOD STORAGE CONTAINER,7.42
537077,14,2011-02-08T02:41,10607,Italy,27706Z,FOOD STORAGE CONTAINER,1.14
537078,3,2011-02-08T11:13,12700,Italy,95008W,CREAM CUPID HEARTS COAT HANGER,11.81
537082,3,2011-01-19T08:07,15100,Italy,21509A,CREAM CUPID HEARTS COAT HANGER,12.07
537084,20,2011-01-15T05:32,18923,Italy,24673K,WHITE METAL LANTERN,24.30
537085,20,2011-01-25T01:10,17335,Italy,63206B,WHITE METAL LANTERN,11.73
537088,6,2010-12-15T00:44,17583,Italy,41954U,WOODEN TRAY,3.36
537089,13,2011-01-16T09:14,13016,Italy,96425T,WOODEN TRAY,4.75
537091,6,2010-12-23T19:32,17428,Italy,21027Q,WHITE HANGING HEART T-LIGHT HOLDER,24.45
537092,4,2011-02-04T17:49,16880,Italy,53161L,WHITE HANGING HEART T-LIGHT HOLDER,0.79
537092,9,2010-12-27T05:46,18227,Italy,34124L,GLASS JAR,10.37
537092,13,2011-01-11T12:23,16844,Italy,60878F,CREAM CUPID HEARTS COAT HANGER,7.53
537098,14,2011-01-09T00:01,12748,Italy,36026N,WOODEN TRAY,13.04
537101,16,2011-02-03T09:53,18740,Italy,65287L,CREAM CUPID HEARTS COAT HANGER,10.49
537102,16,2010-12-22T06:52,16793,Italy,97594P,GLASS JAR,1.60
537102,5,2011-02-01T00:15,12344,Italy,87080Q,GLASS JAR,12.57
537103,18,2011-01-20T01:20,11185,Italy,36295J,WHITE METAL LANTERN,8.14
537103,10,2010-12-10T02:09,10637,Italy,93606Z,CREAM CUPID HEARTS COAT HANGER,5.30
537103,18,2011-01-09T00:15,18847,Italy,71626H,FRUIT & VEG STORAGE BASKET,23.28
537105,6,2011-01-03T10:13,11298,Italy,72499C,CREAM CUPID HEARTS COAT HANGER,7.15
537108,15,2010-12-10T06:15,13419,Italy,58645M,CREAM CUPID HEARTS COAT HANGER,14.75
537109,9,2011-01-02T23:54,13554,Italy,26091P,WHITE HANGING HEART T-LIGHT HOLDER,14.81
537110,15,2011-01-05T12:32,10637,Italy,58425O,PLASTIC BOTTLE,16.48
537113,9,2011-01-29T10:17,14239,Italy,41024T,WHITE METAL LANTERN,17.05
537115,11,2010-12-22T22:01,16709,Italy,85517I,FOOD STORAGE CONTAINER,14.05
537117,7,2011-01-25T01:48,14900,Italy,95103K,GLASS JAR,15.50
537118,12,2010-12-18T08:55,15542,Italy,38206A,WHITE METAL LANTERN,3.29
537118,12,2010-12-09T00:14,11642,Italy,42936I,CREAM CUPID HEARTS COAT HANGER,14.32
537124,16,2011-01-02T13:40,14937,Italy,23668P,CREAM CUPID HEARTS COAT HANGER,7.83
537124,2,2010-12-21T18:46,14652,Italy,94907V,FRUIT & VEG STORAGE BASKET,22.11
537127,15,2010-12-05T11:34,11660,Italy,68587Z,GLASS JAR,21.77
537128,2,2011-01-11T10:56,15209,Italy,14555L,GLASS JAR,21.31
537130,10,2010-12-28T19:29,10400,Italy,59195J,FOOD STORAGE CONTAINER,20.13
537130,13,2010-12-17T21:07,17140,Italy,50727F,CREAM CUPID HEARTS COAT HANGER,23.41
537132,19,2011-02-02T03:23,18409,Italy,41630M,PLASTIC BOTTLE,22.54
537134,12,2011-01-11T04:09,17412,Italy,49614H,CREAM CUPID HEARTS COAT HANGER,16.11
537134,20,2010-12-08T21:18,16651,Italy,75924X,PLASTIC BOTTLE,11.41
537135,7,2011-01-17T09:57,13653,Italy,12294Y,WHITE METAL LANTERN,7.56
537136,20,2011-01-16T06:42,17476,Italy,72004E,WHITE HANGING HEART T-LIGHT HOLDER,22.55
537137,14,2011-01-20T05:06,11107,Italy,49703G,WHITE METAL LANTERN,22.18
537137,8,2010-12-27T15:39,13312,Italy,86334L,PLASTIC BOTTLE,21.07
537140,9,2010-12-14T12:11,11351,Italy,93723L,PLASTIC BOTTLE,1.44
537140,9,2011-01-25T04:30,13178,Italy,34745U,FRUIT & VEG STORAGE BASKET,14.50
537143,1,2011-02-06T21:13,11248,Italy,76246J,CREAM CUPID HEARTS COAT HANGER,10.13
537143,9,2010-12-13T11:34,11506,Italy,49319R,FOOD STORAGE CONTAINER,2.21
537151,12,2011-01-02T17:06,11864,Italy,65068J,WHITE HANGING HEART T-LIGHT HOLDER,3.84
537152,4,2010-12-17T19:11,11324,Italy,56611F,WHITE METAL LANTERN,17.37
537155,5,2010-12-04T01:48,17924,Italy,67962V,WHITE HANGING HEART T-LIGHT HOLDER,17.94
537156,19,2010-12-10T06:45,19365,Italy,96624S,FRUIT & VEG STORAGE BASKET,6.63
537158,9,2010-12-07T22:56,10511,Italy,47282R,FRUIT & VEG STORAGE BASKET,4.38
537158,19,2011-01-29T22:35,16446,Italy,10932U,WOODEN TRAY,11.15
537159,2,2011-01-04T19:56,13608,Italy,93974J,FOOD STORAGE CONTAINER,1.12
537165,10,2010-12-22T03:50,15612,Italy,16963K,CREAM CUPID HEARTS COAT HANGER,24.02
537165,9,2011-02-02T08:51,11214,Italy,32102Y,PLASTIC BOTTLE,5.75
537166,14,2011-02-05T10:33,18709,Italy,20657P,FRUIT & VEG STORAGE BASKET,11.67
537172,13,2010-12-29T18:43,17125,Italy,30263F,WHITE METAL LANTERN,13.70
537172,16,2010-12-26T20:52,11135,Italy,15828Z,WHITE HANGING HEART T-LIGHT HOLDER,17.45
537174,12,2010-12-23T20:13,18848,Italy,44453Y,FOOD STORAGE CONTAINER,1.68
537175,19,2010-12-27T13:43,18078,Italy,53045F,PLASTIC BOTTLE,9.09
537177,3,2011-01-12T11:17,12748,Italy,39524C,FOOD STORAGE CONTAINER,23.57
537181,6,2011-01-25T00:40,15209,Italy,53430Q,FRUIT & VEG STORAGE BASKET,2.30
537186,18,2010-12-18T14:29,13178,Italy,87543F,WHITE METAL LANTERN,0.58
537188,19,2010-12-27T04:57,10513,Italy,96282O,FRUIT & VEG STORAGE BASKET,24.37
537189,3,2011-01-24T02:14,13058,Italy,27062O,WHITE METAL LANTERN,6.40
537190,9,2011-01-02T21:10,11628,Italy,83278S,FRUIT & VEG STORAGE BASKET,17.27
537191,6,2011-01-24T14:46,11767,Italy,93736B,PLASTIC BOTTLE,6.60
537193,10,2011-01-20T18:07,19646,Italy,29783Q,PLASTIC BOTTLE,20.13
537194,7,2010-12-25T02:03,19677,Italy,89551H,FRUIT & VEG STORAGE BASKET,16.49
537194,10,2010-12-24T20:22,10180,Italy,86756J,PLASTIC BOTTLE,12.48
537197,5,2010-12-21T01:35,17846,Italy,69606X,WHITE HANGING HEART T-LIGHT HOLDER,21.90
537198,20,2010-12-22T09:25,10202,Italy,30117R,FOOD STORAGE CONTAINER,11.76
537199,18,2011-01-26T12:47,18250,Italy,92053J,FRUIT & VEG STORAGE BASKET,0.85
537204,14,2010-12-24T09:30,15229,Italy,62448H,WOODEN TRAY,12.69
537204,6,2010-12-20T21:21,15308,Italy,46522W,WHITE HANGING HEART T-LIGHT HOLDER,20.43
537205,7,2011-01-25T12:22,15036,Italy,41027T,GLASS JAR,9.75
537206,9,2011-02-01T12:57,17010,Italy,55939U,GLASS JAR,6.63
537208,18,2011-01-07T03:54,18144,Italy,95122D,FOOD STORAGE CONTAINER,11.17
537210,11,2010-12-20T17:27,11944,Italy,86295C,CREAM CUPID HEARTS COAT HANGER,9.27
537211,6,2010-12-12T19:36,16111,Italy,90271N,WOODEN TRAY,14.10
537212,19,2011-01-22T04:52,11289,Italy,87800H,GLASS JAR,5.11
537212,18,2011-02-03T16:26,19410,Italy,46980P,WOODEN TRAY,12.47
537212,16,2011-01-11T00:14,19475,Italy,29554K,WHITE HANGING HEART T-LIGHT HOLDER,14.42
537213,10,2010-12-26T08:11,11293,Italy,38409I,CREAM CUPID HEARTS COAT HANGER,23.80
537214,17,2011-01-06T06:39,14204,Italy,76679F,FOOD STORAGE CONTAINER,21.37
537215,14,2010-12-09T18:32,17274,Italy,15053R,PLASTIC BOTTLE,16.24
537215,3,2011-01-08T04:15,10606,Italy,96591P,PLASTIC BOTTLE,14.80
537217,1,2011-01-07T11:15,16466,Italy,61553Z,PLASTIC BOTTLE,8.33
537217,6,2011-01-07T14:10,19707,Italy,99740D,WHITE HANGING HEART T-LIGHT HOLDER,18.07
537219,20,2011-01-26T17:54,15657,Italy,85612I,WOODEN TRAY,8.53
537221,2,2010-12-05T03:55,13426,Italy,46190E,WHITE METAL LANTERN,1.79
537222,18,2010-12-14T07:22,17128,Italy,27606O,FOOD STORAGE CONTAINER,9.58
537224,5,2011-01-14T20:11,16476,Italy,79217H,FOOD STORAGE CONTAINER,8.78
537226,5,2010-12-13T05:16,15154,Italy,81191T,FOOD STORAGE CONTAINER,10.57
537227,19,2011-01-12T08:41,14143,Italy,39080U,FOOD STORAGE CONTAINER,13.51
537228,7,2011-01-21T21:21,14337,Italy,49499Z,CREAM CUPID HEARTS COAT HANGER,9.37
537229,2,2010-12-31T10:08,11305,Italy,86258H,WHITE METAL LANTERN,12.81
537231,11,2011-01-02T06:42,19150,Italy,92919L,GLASS JAR,20.82
537234,1,2010-12-02T02:48,18570,Italy,89240Z,GLASS JAR,17.68
537234,5,2011-01-23T12:18,17267,Italy,54427M,PLASTIC BOTTLE,21.03
537235,1,2010-12-21T05:19,16394,Italy,93955L,FOOD STORAGE CONTAINER,16.39
537235,10,2011-02-01T19:43,18128,Italy,78738Z,GLASS JAR,14.44
537235,14,2010-12-03T11:46,10580,Italy,57776L,GLASS JAR,2.48
537240,12,2011-01-29T13:32,15736,Italy,28807S,GLASS JAR,4.95
537241,20,2010-12-06T12:21,18570,Italy,73737P,GLASS JAR,5.84
537246,5,2011-01-12T20:52,17846,Italy,26250Q,FRUIT & VEG STORAGE BASKET,9.87
537247,3,2011-02-06T16:31,10735,Italy,49617M,GLASS JAR,12.69
537248,9,2011-01-10T20:03,13281,Italy,19675C,FOOD STORAGE CONTAINER,23.81
537249,4,2011-02-03T00:54,16403,Italy,39180D,CREAM CUPID HEARTS COAT HANGER,17.90
537252,5,2011-01-27T15:29,15619,Italy,72691V,GLASS JAR,11.19
537252,20,2011-01-20T09:36,19514,Italy,64553P,GLASS JAR,9.41
537252,13,2011-01-09T05:48,18875,Italy,31620O,WOODEN TRAY,15.51
537252,15,2011-01-21T10:56,19886,Italy,46476M,WHITE METAL LANTERN,19.77
537255,20,2010-12-24T16:32,19948,Italy,79418Y,WOODEN TRAY,24.38
537255,1,2011-01-24T09:49,19933,Italy,82090X,FRUIT & VEG STORAGE BASKET,19.86
537258,1,2011-02-04T04:20,10901,Italy,75370H,FRUIT & VEG STORAGE BASKET,23.61
537259,20,2011-01-07T10:30,16153,Italy,46856X,WOODEN TRAY,15.12
537260,13,2011-01-19T12:23,12531,Italy,19857U,FOOD STORAGE CONTAINER,13.99
537262,10,2011-01-16T01:34,13985,Italy,92389A,FOOD STORAGE CONTAINER,3.31
537263,18,2010-12-17T23:06,15102,Italy,91087O,WHITE METAL LANTERN,5.21
537270,16,2010-12-27T21:41,12745,Italy,56886S,FRUIT & VEG STORAGE BASKET,18.67
537271,12,2011-02-04T23:31,11037,Italy,13231M,WHITE HANGING HEART T-LIGHT HOLDER,22.20
537278,4,2010-12-05T13:52,17476,Italy,98473S,WOODEN TRAY,7.19
537278,11,2011-01-09T00:20,13419,Italy,82673Y,PLASTIC BOTTLE,23.23
537282,19,2011-01-29T05:21,16373,Italy,76761S,WHITE HANGING HEART T-LIGHT HOLDER,11.79
537283,15,2011-01-18T11:46,14850,Italy,33503Q,FOOD STORAGE CONTAINER,10.21
537284,4,2010-12-18T23:13,16205,Italy,86439N,WHITE HANGING HEART T-LIGHT HOLDER,15.64
537284,20,2010-12-06T21:13,15657,Italy,68329B,WHITE METAL LANTERN,23.24
537286,5,2010-12-02T02:13,13653,Italy,76273F,FOOD STORAGE CONTAINER,16.52
537287,17,2010-12-03T03:19,10878,Italy,46322Y,PLASTIC BOTTLE,7.85
537288,15,2010-12-30T12:14,19400,Italy,84806K,WHITE HANGING HEART T-LIGHT HOLDER,3.35
537293,7,2011-01-23T02:43,12580,Italy,66588U,FRUIT & VEG STORAGE BASKET,9.21
537293,6,2011-01-02T17:57,17717,Italy,70073V,PLASTIC BOTTLE,6.70
537295,1,2011-02-07T06:09,12921,Italy,36572Y,PLASTIC BOTTLE,5.29
537295,12,2010-12-01T12:29,10436,Italy,91706J,FOOD STORAGE CONTAINER,24.20
537296,10,2011-02-06T22:30,19126,Italy,28677D,WOODEN TRAY,18.24
537297,2,2011-01-25T16:15,17258,Italy,70097B,WHITE HANGING HEART T-LIGHT HOLDER,6.83
537297,14,2010-12-21T05:53,13468,Italy,20502H,GLASS JAR,6.75
537297,5,2010-12-12T19:37,10448,Italy,10426X,FOOD STORAGE CONTAINER,14.98
537298,20,2011-01-23T18:44,10684,Italy,86652X,CREAM CUPID HEARTS COAT HANGER,21.92
537302,7,2011-01-28T19:26,12963,Italy,71938M,CREAM CUPID HEARTS COAT HANGER,6.82
537304,9,2011-01-31T23:08,10511,Italy,93024W,PLASTIC BOTTLE,16.36
537306,17,2011-01-10T19:21,13168,Italy,28543S,GLASS JAR,21.07
537308,19,2011-01-28T15:05,10883,Italy,41616W,WHITE HANGING HEART T-LIGHT HOLDER,8.39
537311,10,2010-12-20T07:36,10300,Italy,91859Z,WOODEN TRAY,8.08
537317,4,2011-01-20T19:31,13757,Italy,44441B,FRUIT & VEG STORAGE BASKET,6.69
537317,17,2010-12-20T16:53,19456,Italy,67999A,FOOD STORAGE CONTAINER,15.86
537320,2,2011-01-22T15:22,18234,Italy,92777X,FOOD STORAGE CONTAINER,22.38
537321,15,2011-02-08T16:56,12097,Italy,88524P,FOOD STORAGE CONTAINER,6.71
537322,17,2010-12-19T04:21,18455,Italy,10466V,GLASS JAR,20.19
537323,14,2011-02-02T07:59,14299,Italy,40853M,FOOD STORAGE CONTAINER,22.29
